Id;Importe
1114;70,42
1115;143,19
1116;50,49
1117;29,68
1118;359,49
1119;193,22
1120;316,96
1121;94,18
1122;230,93
1123;213,69
1124;184,04
1125;82,02
1126;88,85
1127;87,13
1128;48,67
1129;121,19
1130;177,08
1131;285,62
1132;174,01
1133;213,3
1134;129,49
1135;336,52
1136;83,45
1137;80,0
1138;64,42
1139;457,8
1140;160,01
1141;108,2
1142;278,56
1143;363,38
1144;95,16
1145;606,69
1146;183,51
1147;415,71
1148;99,19
1149;100,14
1150;220,59
1151;55,01
1152;76,95
1153;30,33
1154;128,72
1155;120,69
1156;163,6
1157;185,44
1158;109,81
1159;70,54
1160;79,84
1161;104,14
1162;158,54
1163;128,38
1164;118,08
1165;287,36
1166;109,74
1167;68,01
1168;71,73
1169;100,19
1170;189,81
1171;192,16
1172;96,45
1173;99,94
1174;164,05
1175;293,68
1176;105,16
1177;140,44
1178;178,08
1179;52,45
1180;101,38
1181;166,45
1182;89,33
1183;104,59
1184;83,13
1185;61,11
1186;59,89
1187;139,15
1188;120,36
1189;251,8
1190;82,2
1191;99,61
1192;119,49
1193;132,99
1194;383,63
1195;196,73
1196;106,56
1197;359,52
1198;73,73
1199;261,44
1200;139,05
1201;117,55
1202;61,95
1203;261,1
1204;30,95
1205;115,61
1206;94,65
1207;186,29
1208;72,07
1209;85,05
1210;267,16
1211;702,1
1212;166,3
1213;73,45
1214;121,86
1215;218,95
1216;341,3
1217;450,9
1218;329,46
1219;399,01
1220;230,89
1221;139,28
1222;195,72
1223;285,04
1224;158,75
1225;75,89
1226;225,01
1227;453,06
1228;180,63
1229;335,87
1230;130,97
1231;123,24
1232;192,96
1233;108,74
1234;33,72
1235;186,71
1236;28,38
1237;95,82
1238;238,07
1239;97,7
1240;78,37
1241;124,48
1242;148,92
1243;86,29
1244;530,09
1245;259,52
1246;284,25
1247;108,54
1248;155,45
1249;35,26
1250;177,26
1251;73,68
1252;74,81
1253;133,5
1254;104,12
1255;69,38
1256;166,09
1257;87,9
1258;286,55
1259;80,93
1260;60,99
1261;112,65
1262;244,67
1263;89,38
1264;95,76
1265;24,19
1266;149,98
1267;208,81
1268;133,34
1269;104,65
1270;86,7
1271;107,16
1272;48,57
1273;145,71
1274;51,08
1275;68,69
1276;327,76
1277;443,78
1278;82,49
1279;92,65
1280;377,74
1281;311,76
1282;69,83
1283;249,31
1284;249,69
1285;101,8
1286;210,6
1287;431,15
1288;82,76
1289;230,88
1290;163,11
1291;42,39
1292;124,53
1293;78,21
1294;294,31
1295;83,08
1296;113,3
1297;119,68
1298;95,06
1299;31,08
1300;219,95
1301;136,92
1302;280,38
1303;92,88
1304;168,78
1305;190,87
1306;58,29
1307;72,91
1308;220,9
1309;226,29
1310;228,66
1311;30,93
1312;29,48
1313;84,86
1314;740,78
1315;139,73
1316;83,84
1317;404,82
1318;138,36
1319;50,77
1320;99,04
1321;37,85
1322;201,61
1323;386,2
1324;188,98
1325;145,29
1326;182,11
1327;61,0
1328;171,29
1329;107,09
1330;241,62
1331;105,55
1332;81,4
1333;81,69
1334;659,26
1335;61,62
1336;226,16
1337;87,33
1338;90,77
1339;72,21
1340;302,79
1341;72,42
1342;116,21
1343;125,84
1344;89,95
1345;106,73
1346;517,61
1347;92,06
1348;27,88
1349;69,73
1350;327,11
1351;177,37
1352;80,61
1353;63,88
1354;316,54
1355;112,39
1356;202,25
1357;109,53
1358;121,24
1359;111,29
1360;281,7
1361;192,86
1362;172,42
1363;162,69
1364;136,84
1365;120,22
1366;102,41
1367;189,99
1368;62,49
1369;100,32
1370;295,47
1371;103,5
1372;118,82
1373;170,99
1374;298,28
1375;69,42
1376;64,03
1377;142,08
1378;81,35
1379;123,27
1380;37,52
1381;65,36
1382;143,24
1383;89,55
1384;89,67
1385;176,75
1386;134,76
1387;29,03
1388;197,21
1389;55,41
1390;295,21
1391;169,91
1392;106,28
1393;294,77
1394;465,45
1395;190,69
1396;65,78
1397;141,57
1398;142,86
1399;46,77
1400;61,86
1401;166,26
1402;529,77
1403;365,12
1404;218,82
1405;88,88
1406;98,47
1407;95,06
1408;340,14
1409;43,01
1410;483,45
1411;124,05
1412;103,96
1413;178,49
1414;198,66
1415;142,61
1416;137,19
1417;172,61
1418;331,61
1419;363,66
1420;59,32
1421;110,86
1422;127,74
1423;101,17
1424;98,13
1425;231,46
1426;151,99
1427;166,93
1428;99,54
1429;73,08
1430;269,25
1431;46,98
1432;192,66
1433;156,63
1434;115,96
1435;115,37
1436;99,88
1437;349,3
1438;170,25
1439;61,42
1440;55,86
1441;107,16
1442;87,31
1443;186,38
1444;115,18
1445;211,56
1446;68,33
1447;167,3
1448;357,85
1449;77,05
1450;135,53
1451;73,94
1452;91,05
1453;193,21
1454;330,35
1455;64,81
1456;60,69
1457;181,18
1458;79,21
1459;152,47
1460;179,43
1461;222,64
1462;103,22
1463;33,23
1464;98,37
1465;67,29
1466;90,93
1467;253,06
1468;81,77
1469;99,87
1470;352,25
1471;799,25
1472;239,23
1473;210,96
1474;58,29
1475;251,5
1476;162,14
1477;59,84
1478;79,68
1479;76,39
1480;80,16
1481;173,4
1482;96,15
1483;87,59
1484;155,4
1485;378,05
1486;175,96
1487;91,35
1488;167,59
1489;145,28
1490;85,93
1491;189,28
1492;132,71
1493;264,48
1494;108,63
1495;76,43
1496;129,54
1497;157,25
1498;164,16
1499;129,97
1500;20,97
1501;211,06
1502;215,79
1503;89,7
1504;177,74
1505;103,39
1506;72,64
1507;190,78
1508;226,95
1509;82,98
1510;535,69
1511;280,5
1512;92,81
1513;79,27
1514;113,09
1515;88,33
1516;80,49
1517;90,61
1518;213,48
1519;99,25
1520;133,52
1521;61,01
1522;234,76
1523;323,98
1524;99,66
1525;165,09
1526;231,95
1527;176,92
1528;149,24
1529;167,33
1530;39,59
1531;199,6
1532;154,45
1533;60,85
1534;154,73
1535;36,81
1536;226,76
1537;118,94
1538;80,82
1539;79,08
1540;209,35
1541;269,66
1542;45,04
1543;159,28
1544;213,58
1545;153,42
1546;139,88
1547;126,81
1548;252,35
1549;200,53
1550;214,05
1551;79,37
1552;185,96
1553;73,22
1554;135,34
1555;126,57
1556;154,18
1557;302,0
1558;99,15
1559;528,02
1560;96,36
1561;72,34
1562;183,84
1563;277,97
1564;275,09
1565;85,24
1566;142,71
1567;130,57
1568;223,93
1569;216,68
1570;134,23
1571;175,23
1572;147,91
1573;172,73
1574;84,11
1575;265,71
1576;191,09
1577;88,97
1578;71,82
1579;52,1
1580;23,8
1581;181,19
1582;77,13
1583;187,44
1584;489,67
1585;248,58
1586;45,97
1587;118,5
1588;116,83
1589;71,99
1590;195,79
1591;111,74
1592;42,39
1593;170,87
1594;29,75
1595;229,48
1596;235,09
1597;135,19
1598;80,3
1599;150,23
1600;72,02
1601;312,26
1602;171,02
1603;73,19
1604;105,83
1605;946,98
1606;124,92
1607;98,37
1608;237,12
1609;83,69
1610;86,27
1611;204,48
1612;76,83
1613;54,98
1614;199,42
1615;201,37
1616;29,01
1617;74,87
1618;107,58
1619;153,46
1620;246,47
1621;132,03
1622;135,19
1623;63,79
1624;73,68
1625;220,8
1626;62,26
1627;186,75
1628;70,01
1629;54,96
1630;95,07
1631;244,51
1632;31,84
1633;148,65
1634;143,5
1635;247,08
1636;130,61
1637;167,98
1638;47,47
1639;69,55
1640;82,13
1641;29,61
1642;261,71
1643;78,98
1644;199,87
1645;66,27
1646;78,65
1647;182,36
1648;175,56
1649;52,19
1650;136,51
1651;120,0
1652;117,68
1653;154,83
1654;340,16
1655;80,48
1656;341,52
1657;161,08
1658;83,25
1659;80,61
1660;87,52
1661;92,85
1662;68,79
1663;99,6
1664;180,64
1665;134,21
1666;344,07
1667;151,57
1668;225,09
1669;37,76
1670;234,17
1671;176,82
1672;300,96
1673;216,82
1674;176,17
1675;179,42
1676;105,5
1677;160,27
1678;79,6
1679;56,6
1680;388,21
1681;97,93
1682;100,82
1683;93,09
1684;72,76
1685;139,95
1686;145,27
1687;200,08
1688;146,38
1689;36,78
1690;206,54
1691;47,2
1692;301,39
1693;264,52
1694;57,08
1695;483,36
1696;112,47
1697;79,38
1698;94,37
1699;186,59
1700;98,86
1701;36,91
1702;66,8
1703;62,53
1704;123,8
1705;29,64
1706;636,75
1707;120,68
1708;79,78
1709;77,99
1710;59,94
1711;150,62
1712;65,94
1713;118,52
1714;187,05
1715;115,83
1716;103,59
1717;146,85
1718;351,98
1719;79,14
1720;238,77
1721;141,25
1722;92,39
1723;105,24
1724;106,86
1725;61,02
1726;74,79
1727;116,98
1728;122,19
1729;82,64
1730;74,58
1731;980,81
1732;101,92
1733;45,5
1734;68,61
1735;93,05
1736;58,6
1737;81,32
1738;108,18
1739;49,15
1740;74,76
1741;117,84
1742;134,23
1743;132,51
1744;51,94
1745;211,21
1746;125,75
1747;159,43
1748;205,26
1749;122,75
1750;179,89
1751;108,68
1752;319,77
1753;175,8
1754;36,65
1755;76,55
1756;233,45
1757;256,91
1758;53,89
1759;225,47
1760;162,6
1761;634,8
1762;286,75
1763;109,83
1764;89,48
1765;120,63
1766;111,02
1767;162,61
1768;111,51
1769;57,08
1770;162,0
1771;231,19
1772;129,5
1773;114,8
1774;75,62
1775;275,61
1776;60,55
1777;69,68
1778;46,62
1779;60,19
1780;171,34
1781;28,43
1782;76,58
1783;192,37
1784;79,18
1785;185,49
1786;53,9
1787;399,76
1788;182,37
1789;253,58
1790;228,55
1791;88,47
1792;176,53
1793;69,47
1794;177,86
1795;23,27
1796;106,74
1797;25,12
1798;142,42
1799;176,15
1800;173,97
1801;178,66
1802;120,48
1803;247,37
1804;192,18
1805;170,76
1806;117,03
1807;131,11
1808;97,97
1809;43,56
1810;160,08
1811;301,93
1812;139,07
1813;97,49
1814;103,22
1815;88,89
1816;96,69
1817;539,28
1818;59,9
1819;157,53
1820;97,79
1821;102,0
1822;137,24
1823;153,11
1824;591,39
1825;319,46
1826;301,69
1827;183,54
1828;53,94
1829;102,91
1830;68,76
1831;75,9
1832;64,64
1833;67,12
1834;214,26
1835;122,06
1836;116,66
1837;148,34
1838;144,76
1839;47,47
1840;320,43
1841;44,57
1842;214,34
1843;339,02
1844;41,22
1845;81,91
1846;185,44
1847;52,27
1848;522,04
1849;157,5
1850;55,68
1851;48,98
1852;112,34
1853;64,15
1854;165,39
1855;421,61
1856;231,48
1857;115,17
1858;186,55
1859;188,66
1860;64,64
1861;37,54
1862;30,04
1863;90,55
1864;92,39
1865;218,61
1866;143,87
1867;221,35
1868;172,08
1869;280,76
1870;37,09
1871;274,05
1872;135,96
1873;69,18
1874;81,5
1875;61,6
1876;69,83
1877;44,1
1878;171,53
1879;113,82
1880;207,6
1881;82,5
1882;78,71
1883;243,46
1884;142,41
1885;79,79
1886;104,85
1887;174,34
1888;117,13
1889;49,22
1890;112,1
1891;122,27
1892;61,27
1893;134,32
1894;39,92
1895;131,33
1896;44,09
1897;62,95
1898;148,68
1899;108,56
1900;81,71
1901;95,51
1902;107,95
1903;106,56
1904;121,87
1905;132,2
1906;198,87
1907;40,1
1908;72,47
1909;99,56
1910;406,35
1911;131,14
1912;152,76
1913;114,33
1914;75,51
1915;110,42
1916;152,73
1917;73,41
1918;194,12
1919;638,21
1920;121,99
1921;71,45
1922;114,93
1923;275,16
1924;122,71
1925;56,83
1926;195,85
1927;249,8
1928;32,69
1929;177,6
1930;158,39
1931;68,72
1932;189,61
1933;364,69
1934;141,7
1935;167,61
1936;139,04
1937;136,88
1938;33,01
1939;47,3
1940;176,21
1941;126,68
1942;97,56
1943;263,15
1944;112,78
1945;101,45
1946;81,78
1947;206,91
1948;33,79
1949;354,94
1950;206,37
1951;127,08
1952;134,85
1953;161,07
1954;89,2
1955;177,26
1956;121,62
1957;212,25
1958;62,21
1959;400,66
1960;73,46
1961;70,55
1962;64,86
1963;156,85
1964;346,81
1965;61,39
1966;124,55
1967;192,11
1968;199,16
1969;61,64
1970;95,72
1971;74,78
1972;173,02
1973;178,17
1974;273,65
1975;122,67
1976;187,67
1977;229,79
1978;126,71
1979;105,87
1980;71,07
1981;64,41
1982;197,92
1983;218,51
1984;106,98
1985;81,48
1986;279,97
1987;44,18
1988;134,31
1989;76,78
1990;67,18
1991;262,42
1992;65,42
1993;186,57
1994;120,43
1995;67,97
1996;219,16
1997;278,51
1998;435,67
1999;31,14
2000;120,54
2001;89,67
2002;160,0
2003;37,73
2004;50,77
2005;57,69
2006;243,57
2007;163,96
2008;91,48
2009;71,57
2010;181,88
2011;150,85
2012;112,62
2013;149,34
2014;334,84
2015;200,47
2016;114,83
2017;108,6
2018;164,18
2019;162,09
2020;314,69
2021;56,55
2022;286,16
2023;182,28
2024;38,8
2025;129,63
2026;95,88
2027;77,73
2028;99,93
2029;88,53
2030;80,7
2031;1297,96
2032;146,82
2033;82,84
2034;181,12
2035;105,62
2036;118,91
2037;198,21
2038;297,08
2039;43,5
2040;154,82
2041;142,59
2042;48,38
2043;224,42
2044;252,34
2045;74,02
2046;73,79
2047;192,94
2048;459,18
2049;301,66
2050;104,63
2051;92,2
2052;107,11
2053;137,79
2054;421,93
2055;26,13
2056;140,08
2057;86,6
2058;71,89
2059;138,85
2060;135,61
2061;125,38
2062;114,07
2063;68,26
2064;317,86
2065;43,06
2066;197,28
2067;147,21
2068;198,41
2069;91,63
2070;137,96
2071;137,0
2072;87,9
2073;453,57
2074;190,55
2075;59,93
2076;108,25
2077;60,51
2078;117,79
2079;97,82
2080;75,71
2081;207,69
2082;136,72
2083;134,82
2084;85,77
2085;70,2
2086;109,15
2087;240,3
2088;248,13
2089;80,76
2090;133,33
2091;77,88
2092;388,06
2093;80,24
2094;239,44
2095;264,25
2096;83,35
2097;193,88
2098;78,46
2099;309,66
2100;125,16
2101;120,92
2102;48,6
2103;156,05
2104;50,52
2105;178,62
2106;135,97
2107;187,48
2108;123,07
2109;122,02
2110;356,32
2111;236,63
2112;40,51
2113;123,85
2114;191,82
2115;142,85
2116;38,45
2117;149,0
2118;134,83
2119;132,52
2120;238,62
2121;90,36
2122;121,8
2123;100,79
2124;179,8
2125;674,98
2126;52,55
2127;85,88
2128;91,16
2129;49,93
2130;242,73
2131;79,75
2132;252,5
2133;371,8
2134;353,77
2135;163,71
2136;414,33
2137;511,7
2138;71,43
2139;239,78
